k,Q_D,P_D,E_TES,Qin_TES,Qout_TES,Pgrid,dB1,dB2,dCHP1,dCHP2,Qin_B1,Qin_B2,Qout_B1,Qout_B2,Qin_CHP1,Qin_CHP2,Qout_CHP1,Qout_CHP2,Pout_CHP1,Pout_CHP2
26,355.3113195,396.6608949,269.4471246371944,114.68868050000987,0.0,16.536552670384083,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309998,0.0,470.0,0.0,380.12434222961593
27,357.0534765,396.6608949,376.78555668172845,0.0,357.0534765,396.6608949,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,362.279945,396.6608949,0.0,103.8428753420205,0.0,20.684169757135294,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,968.2173321836373,0.0,466.1228203420205,0.0,375.9767251428647,0.0
29,364.022102,396.6608949,98.40462396035888,105.97789800000425,0.0,16.53655267039005,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309869,0.0,470.0,0.0,380.12434222960997,0.0
30,364.022102,396.6608949,198.34161717778863,105.97789800000618,0.0,16.536552670388005,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309914,0.0,470.0,0.0,380.124342229612,0.0
31,398.210111,587.1223702,297.78012467305166,71.78988900000007,0.0,206.99802797039456,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
32,525.2319391,781.293796,364.32504992425254,0.0,55.23193909999992,401.1694537703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
33,518.7740505,781.293796,304.5142605202304,0.0,48.77405049999999,401.1694537703946,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
34,513.0255398,791.3176496,251.78259036375547,0.0,43.02553979999999,411.19330737039456,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
35,505.2914575,791.3176496,205.3498820130211,0.0,35.29145749999992,411.19330737039456,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
36,489.3713909,791.3176496,167.2695664265402,0.0,19.371390899999938,411.19330737039456,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
37,482.3716511,791.3176496,146.09526538420468,0.0,12.371651099999951,411.19330737039456,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
38,493.9611443,791.3176496,132.37630854546833,0.0,23.961144299999944,411.19330737039456,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
39,505.3895853,779.3760622,106.55681400344358,0.0,35.389585299999965,399.25171997039456,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
40,516.1118787,779.3760622,68.86624405019444,0.0,46.11187869999998,399.25171997039456,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
41,528.6186163,779.3760622,20.105266589872098,47.38138370000007,0.0,399.25171997039456,1.0,-0.0,-0.0,1.0,114.61249999999995,0.0,106.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
42,531.5059581,714.0545666,64.90500215575288,0.0,61.50595809999999,333.9302243703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
43,402.1626028,585.2046364,0.0,66.04180623779833,0.0,207.00112952304522,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,973.0029093808078,0.0,468.2044090377983,0.0,378.2035068769548,0.0
44,402.1626028,585.2046364,62.583196845124824,67.83739720000446,0.0,205.08029417038995,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309872,0.0,470.0,0.0,380.1243422296101
45,398.0220389,585.2046364,126.55578456790155,71.97796110000007,0.0,205.0802941703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
